zone,lat,lng,final_risk_score,road_risk_score,confidence_score,uncertainty_level,risk_band
CENTRAL BANGALORE,12.969542,77.574974,24.27,0.4902,0.6029,0.5286,Low
CENTRAL BANGALORE,12.986862,77.59821,24.26,0.5744,0.5635,0.5843,Low
CENTRAL BANGALORE,12.981882,77.59707,24.25,0.5806,0.5635,0.5843,Low
CENTRAL BANGALORE,12.960883,77.59724,24.24,0.6012,0.5408,0.6151,Low
CENTRAL BANGALORE,12.964703,77.583046,24.24,0.553,0.5635,0.5843,Low
CENTRAL BANGALORE,12.972502,77.57408,24.24,0.4786,0.6029,0.5286,Low
SOUTH BANGALORE,12.924431,77.578865,24.23,0.5536,0.73,0.3333,Low
WEST BANGALORE,12.97703,77.57692,24.23,0.407,0.5408,0.6151,Low
CENTRAL BANGALORE,12.986165,77.60849,24.22,0.6218,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.932585,77.63051,24.22,0.4944,0.5841,0.5556,Low
CENTRAL BANGALORE,12.994351,77.56928,24.22,0.4644,0.5841,0.5556,Low
CENTRAL BANGALORE,12.972455,77.57828,24.21,0.5265,0.6029,0.5286,Low
CENTRAL BANGALORE,12.986644,77.608154,24.21,0.5669,0.6368,0.4788,Low
CENTRAL BANGALORE,12.96399,77.582275,24.21,0.4683,0.5635,0.5843,Low
CENTRAL BANGALORE,12.979513,77.57654,24.2,0.4918,0.5408,0.6151,Low
LOGISTICS / HIGH TRAFFIC ZONES,12.976813,77.75481,24.19,0.4962,0.6029,0.5286,Low
CENTRAL BANGALORE,12.955729,77.58055,24.18,0.5345,0.6205,0.5031,Low
CENTRAL BANGALORE,12.974167,77.572624,24.17,0.4541,0.6029,0.5286,Low
CENTRAL BANGALORE,12.996082,77.58866,24.17,0.567,0.5408,0.6151,Low
CENTRAL BANGALORE,12.989318,77.61272,24.16,0.5231,0.6368,0.4788,Low
AIRPORT & PERIPHERAL ZONES,13.198304,77.70959,24.15,0.5125,0.5408,0.6151,Low
CENTRAL BANGALORE,12.979135,77.57635,24.15,0.4447,0.5408,0.6151,Low
CENTRAL BANGALORE,12.964986,77.58161,24.15,0.5108,0.5635,0.5843,Low
CENTRAL BANGALORE,12.967422,77.57115,24.14,0.6045,0.5635,0.5843,Low
CENTRAL BANGALORE,12.965967,77.58341,24.14,0.6196,0.5635,0.5843,Low
CENTRAL BANGALORE,12.988047,77.60705,24.13,0.5526,0.6368,0.4788,Low
EAST BANGALORE,12.972906,77.64692,24.13,0.5475,0.7064,0.3715,Low
WEST BANGALORE,13.012873,77.560875,24.13,0.5298,0.5635,0.5843,Low
AIRPORT & PERIPHERAL ZONES,13.198528,77.706894,24.13,0.5439,0.5408,0.6151,Low
CENTRAL BANGALORE,13.050258,77.63147,24.12,0.5103,0.5408,0.6151,Low
CENTRAL BANGALORE,12.970072,77.583084,24.11,0.5267,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969349,77.57069,24.1,0.5135,0.6029,0.5286,Low
CENTRAL BANGALORE,12.986747,77.60847,24.1,0.54,0.6368,0.4788,Low
WEST BANGALORE,12.974751,77.57053,24.1,0.5183,0.6029,0.5286,Low
CENTRAL BANGALORE,12.959638,77.58142,24.09,0.5449,0.6368,0.4788,Low
CENTRAL BANGALORE,12.960321,77.57626,24.09,0.6139,0.6368,0.4788,Low
CENTRAL BANGALORE,12.968509,77.57202,24.09,0.5055,0.6029,0.5286,Low
NORTH BANGALORE,13.034755,77.59435,24.09,0.478,0.6806,0.4121,Low
CENTRAL BANGALORE,12.972114,77.57401,24.08,0.4744,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971841,77.5795,24.08,0.4933,0.6029,0.5286,Low
WEST BANGALORE,12.994444,77.54577,24.07,0.5287,0.6205,0.5031,Low
CENTRAL BANGALORE,12.972143,77.57699,24.06,0.4598,0.6029,0.5286,Low
CENTRAL BANGALORE,12.965968,77.58445,24.06,0.5505,0.5635,0.5843,Low
WEST BANGALORE,12.993701,77.54932,24.06,0.533,0.5841,0.5556,Low
SOUTHEAST / IT CORRIDOR,12.920577,77.67021,24.05,0.6244,0.5408,0.6151,Low
CENTRAL BANGALORE,12.972012,77.57156,24.04,0.4445,0.6029,0.5286,Low
CENTRAL BANGALORE,12.977447,77.60818,24.04,0.4781,0.8747,0.0838,Low
CENTRAL BANGALORE,12.96974,77.5769,24.04,0.5059,0.6368,0.4788,Low
CENTRAL BANGALORE,12.972993,77.57131,24.03,0.4514,0.6029,0.5286,Low
CENTRAL BANGALORE,12.967548,77.57126,24.01,0.5114,0.5635,0.5843,Low
CENTRAL BANGALORE,12.970009,77.57459,24.01,0.4367,0.6029,0.5286,Low
CENTRAL BANGALORE,12.978078,77.60626,24.0,0.5051,0.8747,0.0838,Low
EAST BANGALORE,12.95709,77.7032,23.98,0.5008,0.6522,0.4557,Low
CENTRAL BANGALORE,12.964781,77.58018,23.97,0.5803,0.5635,0.5843,Low
SOUTH BANGALORE,12.933787,77.61092,23.97,0.4739,0.7064,0.3715,Low
CENTRAL BANGALORE,12.986326,77.60861,23.97,0.6279,0.6368,0.4788,Low
CENTRAL BANGALORE,12.964003,77.6113,23.96,0.5934,0.5408,0.6151,Low
CENTRAL BANGALORE,12.98599,77.60476,23.96,0.5891,0.6368,0.4788,Low
CENTRAL BANGALORE,12.950712,77.59586,23.95,0.5671,0.5635,0.5843,Low
WEST BANGALORE,12.973499,77.57429,23.95,0.5453,0.6029,0.5286,Low
CENTRAL BANGALORE,12.973042,77.5731,23.95,0.516,0.6029,0.5286,Low
CENTRAL BANGALORE,12.968234,77.57589,23.95,0.4672,0.5635,0.5843,Low
AIRPORT & PERIPHERAL ZONES,13.198646,77.711136,23.94,0.5303,0.5408,0.6151,Low
CENTRAL BANGALORE,12.993869,77.59526,23.94,0.5614,0.5408,0.6151,Low
CENTRAL BANGALORE,12.973455,77.57302,23.94,0.4959,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969437,77.574326,23.93,0.4853,0.6029,0.5286,Low
CENTRAL BANGALORE,12.968345,77.580956,23.92,0.554,0.6029,0.5286,Low
CENTRAL BANGALORE,12.968316,77.57155,23.92,0.4982,0.6029,0.5286,Low
CENTRAL BANGALORE,12.959909,77.58273,23.92,0.5182,0.6368,0.4788,Low
CENTRAL BANGALORE,13.0535,77.625656,23.91,0.4997,0.5408,0.6151,Low
CENTRAL BANGALORE,12.960345,77.57767,23.9,0.5363,0.6668,0.4334,Low
SOUTH BANGALORE,12.945139,77.59679,23.89,0.479,0.5635,0.5843,Low
CENTRAL BANGALORE,12.987107,77.60742,23.89,0.6129,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.912063,77.61172,23.89,0.4955,0.5841,0.5556,Low
CENTRAL BANGALORE,12.953518,77.58027,23.88,0.5575,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971383,77.57111,23.88,0.4309,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.914423,77.60559,23.88,0.4789,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969537,77.594475,23.88,0.4949,0.5408,0.6151,Low
CENTRAL BANGALORE,12.959913,77.58426,23.88,0.6047,0.5408,0.6151,Low
CENTRAL BANGALORE,12.969331,77.573524,23.88,0.4884,0.6029,0.5286,Low
CENTRAL BANGALORE,12.981603,77.600426,23.87,0.608,0.7064,0.3715,Low
CENTRAL BANGALORE,12.970389,77.58099,23.87,0.5331,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972798,77.57327,23.86,0.4682,0.6029,0.5286,Low
WEST BANGALORE,12.974225,77.57139,23.85,0.4677,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.922474,77.66868,23.83,0.5081,0.5408,0.6151,Low
SOUTH BANGALORE,12.929839,77.58174,23.83,0.536,0.73,0.3333,Low
SOUTHEAST / IT CORRIDOR,12.933808,77.61859,23.82,0.4631,0.8273,0.1685,Low
CENTRAL BANGALORE,12.967338,77.57985,23.81,0.4768,0.6029,0.5286,Low
CENTRAL BANGALORE,12.987982,77.601746,23.81,0.5772,0.6368,0.4788,Low
WEST BANGALORE,12.993222,77.54578,23.8,0.5345,0.6205,0.5031,Low
CENTRAL BANGALORE,12.966083,77.56761,23.8,0.5477,0.5155,0.6486,Low
CENTRAL BANGALORE,12.967029,77.58067,23.79,0.4822,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972757,77.57408,23.79,0.5291,0.6029,0.5286,Low
CENTRAL BANGALORE,12.951824,77.60138,23.78,0.6154,0.5635,0.5843,Low
CENTRAL BANGALORE,12.966773,77.58301,23.78,0.5236,0.6029,0.5286,Low
CENTRAL BANGALORE,12.977748,77.60725,23.77,0.5102,0.8747,0.0838,Low
SOUTH BANGALORE,12.930531,77.58752,23.77,0.6268,0.6668,0.4334,Low
CENTRAL BANGALORE,12.954855,77.58298,23.76,0.6284,0.5408,0.6151,Low
WEST BANGALORE,12.972167,77.57911,23.76,0.4962,0.6029,0.5286,Low
CENTRAL BANGALORE,12.96572,77.5822,23.76,0.6064,0.5635,0.5843,Low
CENTRAL BANGALORE,12.989082,77.60391,23.74,0.6337,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970876,77.57728,23.73,0.5106,0.6368,0.4788,Low
CENTRAL BANGALORE,12.982427,77.598,23.73,0.573,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972624,77.57663,23.73,0.5055,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.916329,77.606384,23.73,0.5517,0.5635,0.5843,Low
WEST BANGALORE,13.006691,77.55608,23.73,0.6246,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.850836,77.6551,23.72,0.5427,0.6029,0.5286,Low
NORTH BANGALORE,13.036106,77.595894,23.72,0.4335,0.6806,0.4121,Low
SOUTHEAST / IT CORRIDOR,12.846794,77.65507,23.72,0.5671,0.6368,0.4788,Low
WEST BANGALORE,12.97112,77.56884,23.71,0.4733,0.5635,0.5843,Low
CENTRAL BANGALORE,12.966927,77.58275,23.7,0.554,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970492,77.576744,23.68,0.4293,0.6368,0.4788,Low
CENTRAL BANGALORE,12.985321,77.60433,23.68,0.5588,0.7064,0.3715,Low
SOUTH BANGALORE,12.904167,77.58023,23.67,0.5817,0.5408,0.6151,Low
CENTRAL BANGALORE,12.970644,77.580246,23.67,0.5124,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971116,77.582016,23.67,0.5234,0.5635,0.5843,Low
CENTRAL BANGALORE,12.967736,77.57081,23.66,0.5261,0.5635,0.5843,Low
CENTRAL BANGALORE,12.977789,77.60673,23.66,0.4727,0.8747,0.0838,Low
CENTRAL BANGALORE,12.98446,77.60072,23.66,0.5819,0.6368,0.4788,Low
CENTRAL BANGALORE,12.98644,77.60188,23.65,0.5114,0.6368,0.4788,Low
NORTH BANGALORE,13.037241,77.59122,23.64,0.4884,0.6806,0.4121,Low
CENTRAL BANGALORE,12.971276,77.58064,23.64,0.5148,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.936038,77.61721,23.63,0.4597,0.7725,0.263,Low
CENTRAL BANGALORE,12.960881,77.598206,23.63,0.6097,0.5408,0.6151,Low
CENTRAL BANGALORE,12.948636,77.59325,23.62,0.4988,0.5635,0.5843,Low
CENTRAL BANGALORE,12.970104,77.57419,23.62,0.4871,0.6029,0.5286,Low
CENTRAL BANGALORE,13.049023,77.63183,23.61,0.4796,0.5408,0.6151,Low
CENTRAL BANGALORE,12.990638,77.59925,23.6,0.599,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969764,77.57219,23.6,0.5278,0.6029,0.5286,Low
CENTRAL BANGALORE,12.961889,77.578316,23.6,0.5916,0.6668,0.4334,Low
SOUTH BANGALORE,12.924886,77.588104,23.59,0.5105,0.6368,0.4788,Low
CENTRAL BANGALORE,12.985511,77.6055,23.59,0.5951,0.7064,0.3715,Low
SOUTH BANGALORE,12.931828,77.583885,23.59,0.551,0.73,0.3333,Low
WEST BANGALORE,12.994668,77.54903,23.59,0.5913,0.5841,0.5556,Low
CENTRAL BANGALORE,12.986007,77.60686,23.58,0.5477,0.6368,0.4788,Low
EAST BANGALORE,12.959503,77.70171,23.58,0.4547,0.6205,0.5031,Low
CENTRAL BANGALORE,12.971123,77.57734,23.58,0.5344,0.6368,0.4788,Low
CENTRAL BANGALORE,12.978752,77.604195,23.57,0.5309,0.8438,0.1393,Low
CENTRAL BANGALORE,12.971123,77.57734,23.57,0.4828,0.6368,0.4788,Low
CENTRAL BANGALORE,12.965957,77.584236,23.56,0.5777,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969881,77.58326,23.56,0.5491,0.5635,0.5843,Low
CENTRAL BANGALORE,12.971568,77.57802,23.56,0.4763,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970665,77.575134,23.56,0.4432,0.6029,0.5286,Low
SOUTH BANGALORE,12.930421,77.57966,23.55,0.4692,0.73,0.3333,Low
CENTRAL BANGALORE,12.984103,77.6037,23.55,0.5851,0.7064,0.3715,Low
WEST BANGALORE,12.971603,77.57721,23.54,0.5174,0.6368,0.4788,Low
CENTRAL BANGALORE,12.981385,77.59432,23.53,0.5378,0.5635,0.5843,Low
CENTRAL BANGALORE,12.951645,77.56994,23.53,0.5914,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971864,77.57425,23.53,0.3742,0.6029,0.5286,Low
CENTRAL BANGALORE,12.978613,77.59849,23.52,0.5351,0.6522,0.4557,Low
CENTRAL BANGALORE,12.986743,77.611374,23.52,0.5532,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.921059,77.611694,23.51,0.5626,0.6029,0.5286,Low
CENTRAL BANGALORE,12.997644,77.571625,23.5,0.4737,0.5841,0.5556,Low
CENTRAL BANGALORE,12.967438,77.5774,23.5,0.5104,0.5635,0.5843,Low
CENTRAL BANGALORE,12.967522,77.59204,23.5,0.552,0.5408,0.6151,Low
CENTRAL BANGALORE,12.985188,77.60019,23.49,0.622,0.6368,0.4788,Low
CENTRAL BANGALORE,12.967347,77.582634,23.49,0.5618,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969479,77.581116,23.49,0.5572,0.6029,0.5286,Low
CENTRAL BANGALORE,12.963036,77.57923,23.49,0.5859,0.6029,0.5286,Low
CENTRAL BANGALORE,12.955173,77.58716,23.48,0.5054,0.5408,0.6151,Low
CENTRAL BANGALORE,12.951225,77.59718,23.47,0.5176,0.5635,0.5843,Low
CENTRAL BANGALORE,12.984485,77.60359,23.47,0.5568,0.7064,0.3715,Low
CENTRAL BANGALORE,12.953868,77.58044,23.47,0.5628,0.5408,0.6151,Low
CENTRAL BANGALORE,12.986113,77.60736,23.46,0.6233,0.6368,0.4788,Low
CENTRAL BANGALORE,12.972643,77.574394,23.45,0.4772,0.6029,0.5286,Low
CENTRAL BANGALORE,12.976594,77.59929,23.45,0.5532,0.752,0.2973,Low
CENTRAL BANGALORE,12.985499,77.60123,23.45,0.5919,0.6368,0.4788,Low
CENTRAL BANGALORE,12.965788,77.5815,23.44,0.5464,0.5635,0.5843,Low
CENTRAL BANGALORE,12.970314,77.57392,23.44,0.4987,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969734,77.58219,23.44,0.5928,0.6029,0.5286,Low
EAST BANGALORE,12.959154,77.702225,23.43,0.4468,0.6205,0.5031,Low
AIRPORT & PERIPHERAL ZONES,13.197752,77.70415,23.43,0.5014,0.5408,0.6151,Low
CENTRAL BANGALORE,12.982153,77.60345,23.43,0.6081,0.752,0.2973,Low
CENTRAL BANGALORE,12.976805,77.59643,23.43,0.5244,0.6522,0.4557,Low
WEST BANGALORE,12.971237,77.579254,23.43,0.4333,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972451,77.57715,23.43,0.4591,0.6029,0.5286,Low
CENTRAL BANGALORE,12.949434,77.59639,23.42,0.6401,0.5635,0.5843,Low
CENTRAL BANGALORE,12.978752,77.604195,23.42,0.5139,0.8438,0.1393,Low
WEST BANGALORE,12.973664,77.57286,23.41,0.4393,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.937185,77.62512,23.41,0.5228,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970341,77.57793,23.4,0.4907,0.6368,0.4788,Low
CENTRAL BANGALORE,12.975383,77.614426,23.38,0.5124,0.7624,0.2799,Low
CENTRAL BANGALORE,12.964703,77.5821,23.38,0.5445,0.5635,0.5843,Low
CENTRAL BANGALORE,12.987686,77.60128,23.37,0.5253,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.92062,77.61202,23.37,0.4599,0.6029,0.5286,Low
CENTRAL BANGALORE,12.950225,77.59492,23.37,0.5679,0.5635,0.5843,Low
CENTRAL BANGALORE,12.967896,77.57886,23.36,0.4636,0.6029,0.5286,Low
SOUTH BANGALORE,12.869751,77.597,23.36,0.5739,0.6668,0.4334,Low
CENTRAL BANGALORE,12.973776,77.61391,23.36,0.5073,0.7823,0.2464,Low
CENTRAL BANGALORE,12.983188,77.60347,23.35,0.5523,0.7064,0.3715,Low
CENTRAL BANGALORE,12.996655,77.57479,23.35,0.4908,0.5841,0.5556,Low
CENTRAL BANGALORE,12.977907,77.60677,23.35,0.5601,0.8747,0.0838,Low
SOUTHEAST / IT CORRIDOR,12.939325,77.62824,23.35,0.5422,0.5155,0.6486,Low
CENTRAL BANGALORE,12.970792,77.57284,23.34,0.519,0.6029,0.5286,Low
CENTRAL BANGALORE,12.962544,77.56498,23.33,0.579,0.5635,0.5843,Low
CENTRAL BANGALORE,12.981455,77.60315,23.33,0.5156,0.752,0.2973,Low
SOUTH BANGALORE,12.930926,77.563774,23.33,0.5159,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972553,77.57391,23.32,0.4952,0.6029,0.5286,Low
CENTRAL BANGALORE,12.984076,77.60897,23.31,0.605,0.7064,0.3715,Low
CENTRAL BANGALORE,12.975952,77.61582,23.31,0.4927,0.7412,0.3151,Low
CENTRAL BANGALORE,12.999427,77.575905,23.31,0.4331,0.5841,0.5556,Low
CENTRAL BANGALORE,12.976654,77.60104,23.31,0.5447,0.81,0.1988,Low
SOUTHEAST / IT CORRIDOR,12.916627,77.610085,23.29,0.4525,0.6368,0.4788,Low
CENTRAL BANGALORE,12.972401,77.577354,23.29,0.4481,0.6029,0.5286,Low
WEST BANGALORE,12.973386,77.57586,23.29,0.4218,0.6368,0.4788,Low
SOUTH BANGALORE,12.929101,77.60942,23.28,0.5154,0.7064,0.3715,Low
CENTRAL BANGALORE,12.973776,77.61391,23.27,0.4983,0.7823,0.2464,Low
CENTRAL BANGALORE,12.958655,77.56953,23.27,0.5053,0.6029,0.5286,Low
CENTRAL BANGALORE,12.990476,77.59579,23.27,0.5531,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969976,77.57807,23.27,0.5297,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.916134,77.603065,23.27,0.5558,0.5635,0.5843,Low
SOUTH BANGALORE,12.9279,77.5797,23.27,0.4252,0.73,0.3333,Low
CENTRAL BANGALORE,12.984375,77.597244,23.26,0.619,0.5635,0.5843,Low
CENTRAL BANGALORE,12.968556,77.573044,23.25,0.4953,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971781,77.57756,23.25,0.4689,0.6368,0.4788,Low
CENTRAL BANGALORE,12.968199,77.56833,23.24,0.6291,0.5155,0.6486,Low
CENTRAL BANGALORE,12.960286,77.57809,23.24,0.5413,0.6668,0.4334,Low
CENTRAL BANGALORE,12.978141,77.60588,23.24,0.4908,0.8747,0.0838,Low
SOUTH BANGALORE,12.914051,77.628624,23.22,0.6007,0.5635,0.5843,Low
CENTRAL BANGALORE,12.954069,77.58456,23.22,0.5682,0.5408,0.6151,Low
CENTRAL BANGALORE,12.989059,77.60216,23.22,0.5942,0.6368,0.4788,Low
WEST BANGALORE,12.973009,77.57497,23.22,0.5509,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970205,77.57837,23.22,0.5,0.6029,0.5286,Low
CENTRAL BANGALORE,12.953868,77.58044,23.2,0.5971,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971613,77.57533,23.2,0.4651,0.6029,0.5286,Low
CENTRAL BANGALORE,12.992927,77.57216,23.2,0.496,0.5841,0.5556,Low
CENTRAL BANGALORE,12.968639,77.57495,23.2,0.4933,0.6029,0.5286,Low
CENTRAL BANGALORE,12.967608,77.58188,23.2,0.5703,0.6029,0.5286,Low
AIRPORT & PERIPHERAL ZONES,13.197988,77.70669,23.19,0.5029,0.5408,0.6151,Low
CENTRAL BANGALORE,12.98842,77.60614,23.18,0.5797,0.6368,0.4788,Low
CENTRAL BANGALORE,12.968238,77.57878,23.18,0.4719,0.6029,0.5286,Low
CENTRAL BANGALORE,12.985468,77.60208,23.17,0.569,0.6368,0.4788,Low
WEST BANGALORE,12.989905,77.54537,23.17,0.5354,0.6205,0.5031,Low
CENTRAL BANGALORE,12.97046,77.57773,23.17,0.4838,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.920069,77.60793,23.17,0.4954,0.5635,0.5843,Low
CENTRAL BANGALORE,12.965025,77.57114,23.16,0.4975,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.941522,77.62137,23.15,0.4635,0.5635,0.5843,Low
CENTRAL BANGALORE,12.972422,77.594055,23.15,0.5119,0.5408,0.6151,Low
CENTRAL BANGALORE,12.98583,77.60486,23.15,0.6014,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.913225,77.64366,23.14,0.5202,0.6368,0.4788,Low
CENTRAL BANGALORE,12.983951,77.609474,23.14,0.5616,0.7064,0.3715,Low
CENTRAL BANGALORE,12.971454,77.580956,23.14,0.5042,0.5635,0.5843,Low
CENTRAL BANGALORE,12.968515,77.581795,23.14,0.5319,0.6029,0.5286,Low
CENTRAL BANGALORE,12.980853,77.597855,23.14,0.5293,0.6522,0.4557,Low
EAST BANGALORE,12.95841,77.69946,23.13,0.5087,0.6205,0.5031,Low
CENTRAL BANGALORE,12.959646,77.57661,23.13,0.5465,0.6668,0.4334,Low
CENTRAL BANGALORE,12.965343,77.578865,23.12,0.569,0.5635,0.5843,Low
SOUTH BANGALORE,12.926322,77.61555,23.12,0.4324,0.7412,0.3151,Low
CENTRAL BANGALORE,12.97079,77.568855,23.12,0.5013,0.5635,0.5843,Low
CENTRAL BANGALORE,12.994724,77.56784,23.11,0.5213,0.5841,0.5556,Low
CENTRAL BANGALORE,12.962528,77.57823,23.11,0.5164,0.6029,0.5286,Low
CENTRAL BANGALORE,12.968325,77.57256,23.11,0.5148,0.6029,0.5286,Low
WEST BANGALORE,12.972997,77.57095,23.11,0.4329,0.6029,0.5286,Low
WEST BANGALORE,12.971651,77.57548,23.11,0.4704,0.6368,0.4788,Low
CENTRAL BANGALORE,12.967659,77.57317,23.1,0.564,0.5635,0.5843,Low
CENTRAL BANGALORE,12.970901,77.571945,23.1,0.3876,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.919563,77.604965,23.09,0.5674,0.5635,0.5843,Low
CENTRAL BANGALORE,12.991195,77.604965,23.08,0.4761,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970658,77.577225,23.08,0.4918,0.6368,0.4788,Low
CENTRAL BANGALORE,12.96705,77.58307,23.08,0.574,0.6029,0.5286,Low
CENTRAL BANGALORE,12.971997,77.57965,23.07,0.5127,0.6029,0.5286,Low
CENTRAL BANGALORE,12.957378,77.57977,23.06,0.5496,0.6938,0.3914,Low
CENTRAL BANGALORE,12.970213,77.57181,23.06,0.4556,0.6029,0.5286,Low
LOGISTICS / HIGH TRAFFIC ZONES,12.922382,77.61947,23.05,0.416,0.6522,0.4557,Low
CENTRAL BANGALORE,12.970839,77.580765,23.05,0.5223,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972896,77.575195,23.05,0.4857,0.6368,0.4788,Low
EAST BANGALORE,12.978323,77.6393,23.05,0.4812,0.8356,0.1538,Low
CENTRAL BANGALORE,12.972265,77.57714,23.04,0.4644,0.6029,0.5286,Low
CENTRAL BANGALORE,12.965546,77.58088,23.04,0.6211,0.5635,0.5843,Low
CENTRAL BANGALORE,12.971038,77.59829,23.03,0.5326,0.7184,0.3521,Low
SOUTH BANGALORE,12.9287,77.58297,23.03,0.4745,0.73,0.3333,Low
CENTRAL BANGALORE,12.971839,77.57373,23.03,0.42,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970469,77.573524,23.02,0.5365,0.6029,0.5286,Low
CENTRAL BANGALORE,12.952485,77.581116,23.02,0.6049,0.5408,0.6151,Low
CENTRAL BANGALORE,12.99349,77.59566,23.02,0.5047,0.5408,0.6151,Low
CENTRAL BANGALORE,12.954743,77.58554,23.01,0.5186,0.5408,0.6151,Low
EAST BANGALORE,12.957961,77.70155,23.01,0.4958,0.6522,0.4557,Low
CENTRAL BANGALORE,12.969386,77.575424,23.0,0.4511,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972451,77.57715,22.98,0.5322,0.6029,0.5286,Low
SOUTH BANGALORE,12.907042,77.584885,22.98,0.4287,0.5408,0.6151,Low
EAST BANGALORE,12.956202,77.69432,22.97,0.5033,0.5408,0.6151,Low
WEST BANGALORE,12.971649,77.57855,22.97,0.432,0.6368,0.4788,Low
CENTRAL BANGALORE,12.985363,77.60234,22.97,0.5992,0.6368,0.4788,Low
CENTRAL BANGALORE,12.970491,77.58093,22.97,0.5372,0.6029,0.5286,Low
CENTRAL BANGALORE,12.974291,77.57482,22.97,0.4081,0.6368,0.4788,Low
CENTRAL BANGALORE,12.956149,77.56966,22.96,0.5813,0.5635,0.5843,Low
CENTRAL BANGALORE,12.972106,77.575584,22.96,0.4965,0.6029,0.5286,Low
CENTRAL BANGALORE,12.993394,77.57149,22.96,0.4947,0.5841,0.5556,Low
CENTRAL BANGALORE,12.973009,77.57497,22.95,0.4854,0.6029,0.5286,Low
CENTRAL BANGALORE,12.961464,77.578514,22.95,0.5132,0.6668,0.4334,Low
SOUTHEAST / IT CORRIDOR,12.90927,77.63897,22.95,0.5785,0.6029,0.5286,Low
AIRPORT & PERIPHERAL ZONES,13.199586,77.71078,22.95,0.5486,0.5408,0.6151,Low
EAST BANGALORE,12.956667,77.70342,22.95,0.5076,0.6522,0.4557,Low
SOUTH BANGALORE,12.9261,77.58601,22.94,0.457,0.6668,0.4334,Low
CENTRAL BANGALORE,12.970057,77.57247,22.94,0.4959,0.6029,0.5286,Low
CENTRAL BANGALORE,12.990021,77.60333,22.93,0.5531,0.6368,0.4788,Low
CENTRAL BANGALORE,12.949781,77.59647,22.92,0.5817,0.5635,0.5843,Low
CENTRAL BANGALORE,12.971938,77.577034,22.92,0.5287,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969687,77.57368,22.91,0.5573,0.6029,0.5286,Low
NORTH BANGALORE,13.028067,77.59357,22.91,0.4865,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.920347,77.62064,22.9,0.4147,0.5841,0.5556,Low
CENTRAL BANGALORE,12.986274,77.601456,22.9,0.5221,0.6368,0.4788,Low
CENTRAL BANGALORE,12.984134,77.60621,22.9,0.5633,0.7064,0.3715,Low
CENTRAL BANGALORE,12.972112,77.57347,22.89,0.5085,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970275,77.57723,22.88,0.5109,0.6368,0.4788,Low
CENTRAL BANGALORE,12.978426,77.60519,22.87,0.5163,0.8747,0.0838,Low
NORTH BANGALORE,13.040089,77.59262,22.87,0.5179,0.6806,0.4121,Low
CENTRAL BANGALORE,12.964809,77.573746,22.87,0.5195,0.6029,0.5286,Low
CENTRAL BANGALORE,12.970275,77.57723,22.85,0.5001,0.6368,0.4788,Low
